id;is_misinfo;Tweets,,,,,,,,,,,,,
1,34361E+18;0;Happy to be getting my first dose of vaccine! It's time that COVID-19 F**ked off - vaccines in arms is his that's going to happen #upyourscorona https://t.co/X8gL1RQJNo,,,,,,,,,,,,
1,34298E+18;1;.@lougreenwald Force-injecting citizens with a fast-tracked, experimental, liability-free vaccine is unethical and unconstitutional. Medical mandates don't belong in a free society. Let each person choose how they care for their bodies. #nomandates #noforcedcovidvaccines,,,,,,,,,,
1,3878E+18;0;And just like that first dose of Moderna is in my arm. #vaccinated https://t.co/GBxq4Bq2BE,,,,,,,,,,,,
1,38789E+18;0;Got our second Moderna shots today!! #GetVaccinated #StopTheSpread #EndCovid19 https://t.co/p4zKjpxMAc,,,,,,,,,,,,
1,37378E+18;0;Got my second Moderna dose yesterday. Grateful.,,,,,,,,,,,,
1,38747E+18;0;Live at the Nepean Sportsplex #schittscreek  - I’ve got my vaccine have you? - Get your rhinestones out.. #VaccinesWork #vaccinated #VaccinesSaveLives #ontariohealth https://t.co/WwoiDxxdhD,,,,,,,,,,,,
1,34223E+18;0;If you like mint sauce, don’t worry about what’s in the vaccine.,,,,,,,,,,,
1,38828E+18;0;Got a d8 with pfizer,,,,,,,,,,,,
1,37328E+18;0;AstraZeneca vaccine safe, effective, FG assures Islamic leaders https://t.co/DjPly1jrd9,,,,,,,,,,
1,"37294E+18;0;""Sitting in Jewel about to cry tears of joy because I just got my second dose of Moderna.  Let the good times roll!  ",,,,,,,,,,,,
,,,,,,,,,,,,,
"#ScienceMatters #vaccinated""",,,,,,,,,,,,,
1,34436E+18;0;My brother, an ob/gyn at the Cleveland Clinic, just got the COVID vaccine!  Excited for him, for his family, and for his patients!  #CovidVaccine,,,,,,,,
1,36031E+18;0;I am bummed I didn't get a sticker, but I just got my first COVID vaccine! I'm so happy.,,,,,,,,,,,
1,3596E+18;0;#vaccinated can I fly on #americanairlines after the second COVID-19 vaccine?,,,,,,,,,,,,
1,"39007E+18;1;""This is what taking an experimental therapy can mean financially to you.  ",,,,,,,,,,,,
Experimental drugs not covered by,,,,,,,,,,,,,
Manufacturer, Govt, Health fund, Life insurance.,,,,,,,,,,
You are on your own if you suffer side effects.,,,,,,,,,,,,,
"https://t.co/EoHeKMs8MX""",,,,,,,,,,,,,
1,38823E+18;1;Have you found yourself at a Job where Almost the Entire workforce has blindly taken an Experimental vaccine without hesitation, and you are literally the only one that knows it's a bioweapon?,,,,,,,,,,,
1,"37409E+18;0;""This happened today!!! Got my first dose of the #vaccine !!! I was overjoyed - having suffered through three intense weeks of Covid over Christmas &amp; New Year’s Eve"," I have been waiting for my turn. I’m so thankful right now. I NEVER want that virus again. Ever. #GetVaccinated https://t.co/qJJQDHEJMT""",,,,,,,,,,,
1,34629E+18;0;My mom just got the vaccine and now she can’t feel her arm,,,,,,,,,,,,
1,35926E+18;1;If our medical advisor @CLAREEVANS6 says I don't need a untested vaccine I will believe her 100%... <U+0001F44D>,,,,,,,,,,,,
1,37255E+18;1;Here are the differences between the Pfizer/BioNTech and Moderna Covid-19 vaccines and gene therapy: https://t.co/VrVqbhQ1uv https://t.co/A8VI2aXzEY,,,,,,,,,,,,
1,"34643E+18;1;""Tony Blair in charge of an experimental", toxic, unproven and warp speed vaccine rollout. What could possibly go wrong?,,,,,,,,,,
,,,,,,,,,,,,,
I'd listen to Uncle Tone if I were you. He'll give you 45 minutes to decide your fate. Or you'll end up like Uncle Dr Kelly. ,,,,,,,,,,,,,
,,,,,,,,,,,,,
"#HarrowdownHill #CovidVaccine""",,,,,,,,,,,,,
1,36021E+18;0;Our vaccine rollout is awful. The UK will be rollercoastering in Alton Towers while we're still in our 5ks. But you guys are focused on a tiny minority of people going to a fake dentist appointment in Tenerife. Direct your anger where it should always go- upwards.,,,,,,,,,,,,
1,34689E+18;0;Would you get the COVID vaccine? <U+0001F440><U+0001F440>,,,,,,,,,,,,
1,36103E+18;1;Can anyone tell me do you think we will have COVID passports, I am against the untested vaccine and this news by blare and piers Morgan is so depressing, is there any hope left, I don’t want to take this vaccine and will fight it, but have we lost the fight? So down right now,,,,,,,,
1,3433E+18;0;I got my first dose of the Modern Covid 19 Vaccine today!! I am thrilled and feel great!!!,,,,,,,,,,,,
1,"34255E+18;1;""Step 1) Govt bioweapon scientist finds compound that sterilizes or causes chronic illness",,,,,,,,,,,,
Step 2) Oligarch hires scientist for foundation,,,,,,,,,,,,,
Step 3) Oligarch uses media to scare people from virus,,,,,,,,,,,,,
"Step 4) Oligarch funds scientists to use compound from step 1 in a """"vaccine""""""",,,,,,,,,,,,,
1,38788E+18;1;It’s ‘entirely possible’ vaccine campaigns ‘will be used for massive-scale depopulation’: Former Pfizer VP | Opinion | LifeSite https://t.co/qwDq0mHtJX,,,,,,,,,,,,
1,36026E+18;0;I GOT MY APPOINTMENTS FOR MY COVID VACCINE!!! IM SO HAPPYYYYYY!,,,,,,,,,,,,
1,36106E+18;1;It’s my body my choice I will never take the killer Vaccine if I die oh well, my choice!! If a abortion it a choice so is the vaccine....,,,,,,,,,,,
1,"37129E+18;1;""YET", they WANT U to TAKE this GENOCIDAL KILLER Vaccine!!! Vaccines DON'T kill Viruses; they Kill Bacteria - AND, Humans...!!! It TAKES AT LEAST 7 YEARS To CREATE A Vaccine; Go Through A Series of Protocol Tests; and," has to get Approval from the Food &amp; Drug Administration; Etc. https://t.co/82age5v6qU""",,,,,,,,,
1,"36069E+18;1;""I get the impression that these gene therapy fake supply availability shenanigans are designed to be presumed by the unwary to be the source of any """"vaccine controversy."""" It's not that they'll kill you"," it's that they're not giving them to you fast enough.""",,,,,,,,,,,
1,37299E+18;1;Still in shock that everybody seems to be clambering for an experimental vaccine. That even by the CDCs own definition, isn't a vaccine at all, but experimental gene therapy unapproved by the FDA.,,,,,,,,,,
1,"3869E+18;1;""And they were saying the Pfizer vaccine is safer.....",,,,,,,,,,,,
"#ChineseVirus #ChineseBioweapon https://t.co/CAW0TEpQ6r""",,,,,,,,,,,,,
1,3741E+18;0;Got my first round of #Pfizer today. At first I didn’t agree with the vaccine but the more I thought about it I decided what will it hurt? #vaccinated #COVID19 #vaccinatevirginia https://t.co/IZnZ68Wo5n,,,,,,,,,,,,
1,3469E+18;0;Got my covid vaccine today. Feeling beyond blessed.,,,,,,,,,,,,
1,"34668E+18;1;""WAKE UP AMERICANS : The Vaccine for the #ChineseVirus that is not a #Virus but a #Poison for #Humans is to #Exterminate them 90% before and after the #Vaccine contains #Dog #Cat #Chimpanzee #DECEPTION #DepopulationAgenda ",,,,,,,,,,,,
".@POTUS .@realDonaldTrump .@POTUS_Trump_ESP https://t.co/rk5MLEpAEv""",,,,,,,,,,,,,
1,37287E+18;1;I can’t believe they are going to use this “vaccine” (experimental gene therapy) on people.  They will inflict as much carnage as they can. https://t.co/bizGht6yHS,,,,,,,,,,,,
1,3599E+18;0;Get #vaccinated when it's your turn. Use the #Fl Department of Health website to find a vaccine site near you. <U+0001F449> https://t.co/SzLyTYDjVi. Visit https://t.co/ZMOBFmuEVU to get information on local updates, #COVID19 testing and more! https://t.co/qN7aASc7iE,,,,,,,,,,,
1,38708E+18;0;Second #COVID19 vaccine up inside me. The extra thumbs are handy AF #GetVaccinated #CovidVaccine #coolkidsgetvaccinated,,,,,,,,,,,,
1,3469E+18;0;<U+2764><U+2764><U+2764>Goodnight love you butter stay safe and take vaccine plz<U+2764><U+2764><U+2764>,,,,,,,,,,,,
1,35843E+18;1;It's Gene Therapy, Not a Vaccine https://t.co/8jnBbJCUjb,,,,,,,,,,,
1,34689E+18;0;I Got The COVID-19 Vaccine, Then I Tried To Figure Out Why https://t.co/ErP79qU3Lr via @Digg Wow Seriously Dude just relax,,,,,,,,,,,
1,34649E+18;0;If you ever went 'clubbing' in Infernos in Clapham, you shouldn't worry about what's in the vaccine.,,,,,,,,,,,
1,38557E+18;1;Antidotes are possessed and controlled by the CCP, but there is no vaccine! The CCP has made antidotes while it created the virus - bioweapon, which means the CCP has all human’s fate in its control - if you want to survive, go to the CCP for antidotes! https://t.co/TwwY9JftzH,,,,,,,,,
1,"34617E+18;0;""I just got my first dose of the covid vaccine!",,,,,,,,,,,,
"#Vaccinated #FreeBandaid #DoingMyPart https://t.co/PiqW1UEOpq""",,,,,,,,,,,,,
1,34697E+18;0;Tuesday morning I get my vaccine! I am still excited!,,,,,,,,,,,,
1,34272E+18;0;if ur pee is dark yellow dont worry about whats in the vaccine,,,,,,,,,,,,
1,38578E+18;1;THIS IS THE LEAST OF PEOPLE WHO TAKE THIS EXPERIMENTAL GENE THERAPY POISON PROBLEMS! More than half Canada's AstraZeneca vaccine came from U.S. plant accused by FDA of quality-control problems | National Post https://t.co/xBN7sCYaj3,,,,,,,,,,,,
1,39E+18;0;I’m fully vaccinated and Ms Pfizer been showing her ass the last 12 hours but the tylenol finally kicked in,,,,,,,,,,,,
1,34226E+18;0;If you eat cheddar jalapeño Cheetos then you don’t have to worry about what’s in the covid vaccine,,,,,,,,,,,,
1,34225E+18;0;If you smoke while taking a shit you don’t need to worry about what’s in the covid vaccine,,,,,,,,,,,,
1,38788E+18;0;Almost 190,000 @RegionofHalton residents have at least one shot of #COVID19 vaccine!  With the increased eligibility coming soon we can get that number up much higher.  We need to #getTheVaccine and #GetVaccinated. Thanks to our MOH and all our staff for their hard work,,,,,,,,,,,
1,"37303E+18;0;""I get my first dose of the @pfizer COVID-19 vaccine tomorrow and I'm really hyped! I'm almost as excited about as getting vaccinated as the fact that it's one of the mRNA ones haha. #GetVaccinated ",,,,,,,,,,,,
,,,,,,,,,,,,,
"(Sidenote I'm 1b classification in case ppl care)""",,,,,,,,,,,,,
1,34689E+18;0;First dose of the Pfizer Covid-19 vaccine. #barnsleyhospital https://t.co/2s1O7l4tVG,,,,,,,,,,,,
1,"35855E+18;1;""The Covid-19 Vaccine; Is the Goal Immunity or Depopulation? - https://t.co/HpcOBGiza2""",,,,,,,,,,,,
1,34375E+18;0;I’m very grateful for science and modern medicine. I received my first dose of the COVID vaccine today. There are brighter days ahead. <U+0001F49B>,,,,,,,,,,,,
1,35882E+18;1;URGENT! DOCTORS FROM AROUND THE WORLD URGING PEOPLE TO NOT GET THIS EXPERIMENTAL mRNA VACCINE!  https://t.co/nf9mWs071w,,,,,,,,,,,,
1,"38737E+18;0;""Vaccine is the key to return to normalcy.",,,,,,,,,,,,
Sombath Soutthivong has a hope that the COVID-19 vaccines will help to achieve herd immunity and rebuild economy of Lao PDR. #VaccinateLaos,,,,,,,,,,,,,
"#Vaccineswork https://t.co/4G1THxiD91""",,,,,,,,,,,,,
1,38791E+18;0;Received my first dose of the COVID-19 vaccine today! #TeamPfizer #StickItToCOVID #GetVaccinatedSK https://t.co/LskF5140lO,,,,,,,,,,,,
1,34629E+18;0;Just got my first dose of the Covid-19 vaccine today! https://t.co/HSN91jVNaq,,,,,,,,,,,,
1,37398E+18;1;Question. Is Joe Biden “ taking credit” for Trump’s “perfect vaccine”. OR..., is Biden ramping up injection of Bill Gates’ chip infested killer vaccine into millions of American?  Asking for a weary and whiplashed nation.,,,,,,,,,,,
1,37404E+18;0;Well just got my first Covid vaccine shot. I guess having asthma for 30+ years was good for something. Just four weeks away from my last does now,,,,,,,,,,,,
1,34223E+18;0;if you don’t wash your rice, don’t worry about what’s in the vaccine,,,,,,,,,,,
1,34332E+18;1;So @TonyBlairPM wants to inject our kids with this poison vaccine?!?! Just try it Miranda, and you getting caught in a public toilet with a young man will be a day at Disney compared to what you’ll get! https://t.co/NErdD3bW7K,,,,,,,,,,,
1,35921E+18;0;just got that second dose of anti-covid juice thank you mr. moderna,,,,,,,,,,,,
1,34615E+18;0;i just got my covid vaccine!,,,,,,,,,,,,
1,36077E+18;1;America's Frontline Doctor Simone Gold Warns Of Risks In 'Experimental COVID Vaccine' (Video) https://t.co/CvQcI1iQqG via @BradleeDean1,,,,,,,,,,,,
1,3436E+18;0;I received my first dose of the Moderna vaccine today! Very grateful of my internship site for allowing interns to be a part of this!!,,,,,,,,,,,,
1,"34437E+18;0;""My grandparents", the two people that basically raised me, got the vaccine yesterday and couldn’t have been more excited.,,,,,,,,,,
,,,,,,,,,,,,,
On a personal note, I’m so damn excited for them," they literally haven’t left their house since February except to see doctors.  Crazy.""",,,,,,,,,,,
1,37237E+18;1;Interesting piece on Covid “Vaccine(s)”. The so-called COVID-19 “vaccine” is not a vaccine at all. It is an experimental gene therapy. The Center for Disease Control (CDC) gives the definition of the term vaccine on its website, ht…https://t.co/ubnPvsuJzZ https://t.co/KSRVBGY0os,,,,,,,,,,,
1,36033E+18;1;RE: THE BioWeapon VIRUS-WTF! @SenKevinCramer @SenJohnHoeven @RepArmstrongND House kills seven vaccine requirements bills that would have made exceptions to getting the COVID vaccine-We know #BillGates funded @DougBurgum but the ND Congress? https://t.co/gCplhbqRTr,,,,,,,,,,,,
1,"38732E+18;0;""#VaccinesWork to bring us closer! Have you got your COVID-19 vaccine yet? Tell us about it in the comments below.",,,,,,,,,,,,
,,,,,,,,,,,,,
Read our latest blog to know more about the impact of vaccines on public health and society. Link: https://t.co/eeNEMWt8rC,,,,,,,,,,,,,
,,,,,,,,,,,,,
"#LiveHealthier #LiveHappier https://t.co/yi26E0KGg1""",,,,,,,,,,,,,
1,"38628E+18;1;""https://t.co/iKpnjPFpU4",,,,,,,,,,,,
,,,,,,,,,,,,,
approval of the RNA based vaccines for SARS-CoV-2 was premature and that the vaccine may cause much more harm than benefit.” The report itself ends with this warning: “The vaccine could be a bioweapon and even more dangerous than,,,,,,,,,,,,,
"the original infection.""",,,,,,,,,,,,,
1,"38731E+18;0;""Please wear mask. Don't go outside if not necessary. When the vaccine is available for you", please get it. Encourage others to get it.,,,,,,,,,,,
,,,,,,,,,,,,,
We survived 10 years of UPA. We will survive corona virus too.,,,,,,,,,,,,,
,,,,,,,,,,,,,
"#VaccineRegistration #VaccinesWork""",,,,,,,,,,,,,
1,"37213E+18;1;""Not a vaccine in the medical definition", COVID-19 'vaccine' is really an experimental gene therapy that does not render immunity or prevent infection or transmission of the disease.&gt;it alters your genetic coding," turning you into a viral protein factory that has no off-switch.""",,,,,,,,,,
1,"38713E+18;0;""Before", you wore the masks for others. A concept that was unfathomable to the self-centered sus folks among us.,,,,,,,,,,,
,,,,,,,,,,,,,
Now, you get the vaccine for yourself. So… let’s go, people. ,,,,,,,,,,,
,,,,,,,,,,,,,
"#GetVaccinated""",,,,,,,,,,,,,
1,3469E+18;0;Top vaccine myths and the truth about them! @DOMSinaiNYC @MountSinaiNYC https://t.co/Crlacei4QQ,,,,,,,,,,,,
1,37408E+18;0;Will we be back to normal? Can we go to restaurants or travel? Here's what you can expect with the coronavirus vaccine and herd immunity. https://t.co/nOK7NGSsEh via @HuffPostLife,,,,,,,,,,,,
1,37219E+18;1;Trump urging his supporters to take a rushed vaccine that has undergone very limited testing rubs me the wrong way.,,,,,,,,,,,,
1,38743E+18;0;Lemme tell you, I'm not complaining even a little because thank god for the #CovidVaccine BUT #Pfizer shot #2 definitely hits different #VaccinesWork #GetVaccinated #COVID19,,,,,,,,,,,
1,34621E+18;0;I just got the vaccine,,,,,,,,,,,,
1,37305E+18;0;Day 108 of the #yw365 project. Sun is shining and I just got my first dose of Moderna. Never been so excited to get a shot in my life. Austin, 2021. #documentary #selfportrait #covid19 #wearamask #getvaccinated https://t.co/TrAPUdTsr5 https://t.co/cg6VO5zF2y,,,,,,,,,,,
1,39009E+18;1;Astrazeneca vaccines are still being use in some countries despite very bad and dangerous side effects. It's basically unreported in the media.,,,,,,,,,,,,
1,37399E+18;0;Got to make my appointment to get the first dose of Pfizer vaccine this morning... Very happy and thankful for that <U+0001F64F>,,,,,,,,,,,,
1,38782E+18;0;People who drink aquafine cappuccino shouldn't worry about what's in AstraZeneca,,,,,,,,,,,,
1,34694E+18;0;March 6, 2020. @DetroitRedWings vs @NHLBlackhawks was my last game <U+0001F62D> get my second vaccine tomorrow and hopefully we can get back to the rink,,,,,,,,,,,
1,34664E+18;0;If you eat at pizza pizza or little caesers dont worry about what’s in the vaccine,,,,,,,,,,,,
1,"37297E+18;0;""In the queue to get my vaccine. It is a mile long outside the stadium. ",,,,,,,,,,,,
,,,,,,,,,,,,,
"Knew I should've come during work hours!""",,,,,,,,,,,,,
1,34648E+18;0;if u ate sand as a kid don't worry about what's in the vaccine,,,,,,,,,,,,
1,34398E+18;0;My parents are getting the vaccine next week. I can’t express how grateful I am.,,,,,,,,,,,,
1,36062E+18;1;Since the 'vaccines' do not actually qualify as to what a vaccine is, why are they calling it one?That's deliberate deception.These vax are gene therapy. If you don't get an adverse reaction when you first have it, you will have one later on. Autopsies can reveal why.,,,,,,,,,,
1,36026E+18;0;vaccine booked in <U+0001F489>,,,,,,,,,,,,
1,"34434E+18;1;""I'm not taking the #COVID19 vaccine.",,,,,,,,,,,,
#Mychoice.,,,,,,,,,,,,,
It's going to cause problems for me at home. My GF is afraid of the virus, &amp; believes only what msm says.,,,,,,,,,,,,
I would take a bullet to protect her," but I will not willingly take a brand new untested vaccine when chances of survival for""",,,,,,,,,,,,
1,37374E+18;0;Found appointments at Walgreens in Oxnard... https://t.co/3P20GiaVsZ #california #santabarbara #vaxster #covid #vaccine #dt2021032114,,,,,,,,,,,,
1,38575E+18;1;My theory. The Chinese release Covid 19, but the real sinister plot was the spy scientists creating the killer vaccine!!! https://t.co/VZOpj0wJDO,,,,,,,,,,,
1,34399E+18;1;The real agenda. I hold every MP who voted for this Coronavirus Act responsible for any deaths or disabilities that come from this rushed vaccine. https://t.co/ZX4TuueHnf,,,,,,,,,,,,
1,37327E+18;0;Scheduled my second dose of moderna on a Friday night so I won’t have to use PTO if it makes me sick bc we don’t get sick days at my place of employment <U+0001F62A>,,,,,,,,,,,,
1,38999E+18;0;Fully vaccinated. Wore my @HorrorNightsORL shirt since...that’s the only thing I do every year. Now the countdown till I stage dive onto my friends again!!!!  And yes, first name is hidden, and always will be.   #HHN30 #COVID19 #Covid_19 #CovidVaccine #Moderna https://t.co/wiVikJWF7D,,,,,,,,,,
